id_geral,cd_escola,vl_proficiencia_fup,treatment,vl_proficiencia_bl,dumm_rp_08_bl,dumm_rp_09_bl,dumm_rp_14_bl,dumm_rp_23_bl,dumm_rp_24_bl,dumm_rp_49_bl,dumm_rp_50_bl,dumm_rp_64A_bl,dumm_rp_65A_bl,dumm_rp_95_bl,dumm_rp_08p_bl,dumm_rp_14p_bl,dumm_rp_23p_bl,female_coded
13842,35012300.0,41.62546,1,31.000046,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13843,35047818.0,88.03929,1,58.46057,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1
13846,35001028.0,68.00881,1,57.868015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
13847,35046760.0,60.686413,1,50.122417,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
13849,35012191.0,54.489487,0,55.2651,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
13851,33054711.0,66.31252,0,75.65044,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1
13853,33092257.0,63.685833,0,69.85756,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1
13855,35008825.0,83.204155,0,64.43179,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
13856,33013918.0,74.609276,1,85.869576,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1
13857,35008059.0,61.691364,1,52.354595,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
13858,35047818.0,77.305885,1,53.699524,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,1.0,0.0,0
13859,33058199.0,40.93789,1,34.306973,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
13861,35905008.0,94.392944,0,79.627174,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,1
13862,35018594.0,74.02278,0,85.29056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1
13863,35046176.0,56.755234,1,37.42704,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,,1
13864,31068349.0,79.843254,0,73.88066,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
13865,35001824.0,55.05498,1,50.72937,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
13868,35906748.0,35.098404,0,33.61467,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
13869,35001173.0,49.98676,0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1387,35412173.0,55.450424,0,,,,,,,0.0,0.0,1.0,1.0,0.0,,,,0
13873,35014285.0,63.583927,1,63.184666,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
13874,35018089.0,61.205,1,61.49664,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
13875,35036031.0,70.29466,0,30.231985,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
13877,53006062.0,83.520996,1,75.06607,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
13879,35914757.0,67.3702,1,42.226776,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
1388,35412173.0,33.04438,0,,,,,,,1.0,1.0,0.0,,0.0,,,,1
13880,35009337.0,72.41398,1,69.28181,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
13881,23169125.0,71.13572,0,48.04465,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
13882,53001010.0,38.13282,1,71.03086,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
13883,35412173.0,77.10636,0,57.63876,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1
13885,35001016.0,79.76827,1,70.85312,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
13886,33056480.0,65.709885,0,42.73621,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
13888,35011757.0,78.059906,1,61.076447,1.0,1.0,0.0,0.0,0.0,,,,,,1.0,1.0,1.0,1
13890,35043539.0,70.2499,1,68.92022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
13891,35019653.0,79.94938,0,55.80903,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
13892,35008758.0,65.9203,1,72.757866,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13893,35045196.0,75.61625,0,60.281487,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
13894,35905148.0,61.768517,1,56.03776,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
13899,35012087.0,65.09716,1,55.78482,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
13902,35925020.0,66.10341,1,61.313232,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1
13903,33092230.0,80.967964,1,46.46441,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
13904,35042161.0,75.26848,0,78.18289,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
13905,33126160.0,70.63411,1,28.997328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
13906,23255528.0,84.03027,0,75.06766,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1
13907,33058199.0,49.014606,1,42.67388,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
13908,35041762.0,45.08343,0,37.098408,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
13910,35908885.0,37.20401,0,52.146538,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
13913,17005264.0,58.0009,0,50.102947,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
13917,23072374.0,49.340874,0,37.775295,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13918,35011149.0,59.686344,1,59.34298,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
13919,35916985.0,73.59477,1,48.398003,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1392,35412983.0,55.226738,0,,,,,,,0.0,1.0,0.0,0.0,1.0,,,,1
13920,33038473.0,71.50779,1,66.617294,0.0,0.0,0.0,1.0,1.0,,,,,,0.0,1.0,0.0,1
13921,35907352.0,78.99419,1,72.72149,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1
13924,35042195.0,74.18163,1,52.651253,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
13925,33106606.0,74.27115,0,67.17102,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
13928,35002860.0,58.64082,0,58.501156,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
13929,17007496.0,45.853817,1,72.55806,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1
1393,35412983.0,60.750195,0,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,1
13930,35039895.0,64.31634,1,52.185482,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
13931,35012130.0,51.025642,0,41.309296,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
13933,35910764.0,53.951443,0,58.89533,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
13936,35910764.0,53.816635,0,55.7385,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1
13937,35923059.0,51.006668,0,57.47168,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
13938,33077100.0,62.002834,1,54.9834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
13939,35019604.0,68.16444,0,58.214108,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1
13940,35047156.0,48.908337,0,62.787464,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
13941,17019176.0,54.70102,0,38.416317,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1
13942,53003608.0,73.97306,1,58.827587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
13945,53003608.0,63.299347,1,52.946487,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1
13946,35008254.0,76.41951,1,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
13948,35008540.0,72.2434,0,69.582275,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
13949,17046270.0,49.599194,0,33.94254,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1
1395,35412983.0,39.783146,0,,,,,,,0.0,0.0,,,1.0,,,,0
13950,33050805.0,40.46021,0,44.214302,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
13951,35924465.0,69.51225,0,54.557556,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1
13953,35047776.0,42.052765,0,65.58025,0.0,,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,1
13955,33090149.0,75.01612,0,60.104862,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1
13956,23083654.0,84.76443,0,72.64367,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1
13958,35012026.0,54.471527,0,74.83269,,,,,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1
13960,35037217.0,43.00854,1,42.979675,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
13961,35909798.0,77.496704,1,58.740276,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1
13962,53068092.0,67.11145,1,65.2918,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1
13964,17021553.0,35.843277,0,32.573166,,,,,,,,,,,1.0,0.0,1.0,0
13965,35011708.0,42.718376,1,42.624973,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,0
13966,33030987.0,67.060425,1,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13967,35011605.0,66.824,1,55.368504,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
13970,35045640.0,40.66026,1,59.009624,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
13972,33001359.0,33.04885,1,56.48563,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
13973,35018855.0,54.047142,0,60.065784,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
13975,35012051.0,74.59008,1,64.08085,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
13977,33060738.0,55.050846,0,43.285164,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13978,35901131.0,52.25063,1,66.25214,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
13980,33062277.0,36.568165,1,36.540348,0.0,0.0,0.0,1.0,0.0,,,,,,1.0,0.0,0.0,0
13981,33049980.0,53.15921,0,43.802483,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
13982,35004807.0,60.51692,1,63.13628,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
13983,35011952.0,53.80023,0,43.888187,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
13984,35043539.0,66.20115,1,50.102726,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
13986,31069019.0,52.044537,1,42.859913,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0
13987,33046654.0,73.99361,0,70.383675,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
13988,53002610.0,71.41464,1,47.04754,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
13989,23036010.0,43.82007,1,43.06829,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
1399,35901097.0,64.6732,0,,,,,,,0.0,1.0,0.0,0.0,1.0,,,,1
13991,35009124.0,66.92225,1,68.330154,0.0,0.0,0.0,1.0,0.0,,,,,,0.0,0.0,0.0,0
13995,17024790.0,49.235023,0,38.993748,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
13996,35008035.0,66.917145,1,64.51175,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,0
13999,35001824.0,68.17566,1,52.72914,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
14,17019206.0,65.39387,1,,,,,,,0.0,1.0,0.0,0.0,1.0,,,,1
14000,23064323.0,77.075775,1,66.386635,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0
14001,33085498.0,28.031593,0,73.53494,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,,0
14002,35046164.0,51.050537,0,,,,,,,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
14003,23255528.0,60.31012,0,52.07826,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
14004,33044961.0,52.132103,1,32.202812,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
14006,33014736.0,40.329155,0,39.852535,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,0
14007,33045569.0,37.176487,1,47.114586,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1401,35901118.0,59.814358,0,,,,,,,1.0,1.0,0.0,0.0,0.0,,,,0
14010,35014254.0,45.5361,0,30.160067,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
14012,33082049.0,36.473446,1,43.524708,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,,0
14013,23012676.0,70.44106,0,67.428345,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,,0
14014,33042543.0,47.63295,1,42.767204,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,0
14016,33025100.0,32.226078,1,46.513268,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,,1.0,0
14017,17046270.0,71.667274,0,44.286133,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
14019,35925639.0,66.26355,1,40.455597,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
14020,31068691.0,45.15714,1,27.592676,0.0,0.0,1.0,1.0,1.0,,,,,,0.0,0.0,0.0,0
14021,35011149.0,88.11064,1,73.313416,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
14022,33104352.0,82.005424,0,73.113754,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
14023,35901748.0,56.82894,0,72.65297,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
14024,33038473.0,65.5386,1,58.6992,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
14025,33074127.0,39.47782,0,31.08543,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0
14027,35047200.0,63.491543,1,68.36519,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,1.0,0.0,0
14028,35011708.0,60.707336,1,63.67033,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
1403,35901118.0,48.02926,0,,,,,,,1.0,1.0,0.0,1.0,1.0,,,,0
14030,23320214.0,76.823555,1,65.05471,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
14033,33013918.0,52.154682,1,31.057701,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
14035,35037874.0,63.07795,1,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
14036,33097437.0,39.737255,0,33.99685,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
14037,23162813.0,53.638123,1,27.306019,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
14039,17033993.0,63.9889,0,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
14041,35901386.0,35.104458,0,40.49713,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
14042,35045718.0,70.390495,1,67.72779,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
14043,33018332.0,68.232704,0,74.99167,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
14044,23024658.0,54.382557,0,47.192425,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14045,33018367.0,42.68075,1,27.06343,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
14046,33098808.0,77.375755,0,50.043495,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14047,35002914.0,65.237335,1,49.59466,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
14052,33041776.0,59.03868,1,38.41197,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
14054,23100311.0,29.951048,0,35.30241,1.0,0.0,1.0,,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,0
14055,33038880.0,45.001087,0,40.693176,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14056,35038519.0,69.90584,1,70.711174,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0
14057,53001010.0,65.63839,1,47.858486,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
1406,35901124.0,82.045235,1,,,,,,,0.0,1.0,0.0,1.0,1.0,,,,1
14062,33048517.0,46.007183,0,35.544388,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
14063,33053359.0,53.811592,1,40.071438,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,,0.0,0
14064,35907352.0,59.577374,1,67.892365,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
14067,31068021.0,39.96813,1,56.721943,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
14068,35925743.0,57.888557,0,55.025032,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
14069,53014316.0,65.01655,0,42.928024,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
1407,35901124.0,54.01591,1,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,0
14070,23025263.0,70.14546,1,42.89035,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14071,35911343.0,53.604355,1,53.562084,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
14072,33090823.0,35.00899,0,54.108536,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14074,33011427.0,64.97579,0,56.633224,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
14075,33106681.0,51.571312,0,42.01476,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14077,33029660.0,67.91967,0,56.09875,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0
14078,35011459.0,76.61161,1,48.453392,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0
14080,23078340.0,91.85445,0,74.05525,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
14082,35923597.0,88.548744,1,62.26658,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
14083,33050490.0,65.23,1,35.41197,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
14084,35014217.0,59.246372,1,52.6792,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
14085,31338788.0,58.074913,0,32.091156,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
14086,35038519.0,77.228645,1,70.45747,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
14087,17002648.0,57.277565,1,24.27658,1.0,1.0,1.0,1.0,0.0,,,,,,1.0,0.0,0.0,0
14088,31338800.0,63.545116,0,47.016953,,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0
14089,23135905.0,62.20431,0,50.035393,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
1409,35901124.0,89.28531,1,,,,,,,0.0,1.0,0.0,0.0,1.0,,,,1
14090,35284324.0,40.058636,1,41.807682,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
14091,35011897.0,66.85671,0,70.54213,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
14092,33004226.0,57.347195,1,58.45619,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14093,35042195.0,62.117027,1,23.880987,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
14095,23165430.0,67.43642,1,55.969685,,,,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,0
14096,33022003.0,85.92581,1,64.06433,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14097,31068021.0,81.2574,1,46.507145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0
14098,33093555.0,46.796555,0,28.073063,,,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
14099,33045437.0,44.436104,0,33.39335,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,,,0
141,33017107.0,31.372513,1,,,,,,,0.0,0.0,0.0,0.0,1.0,,,,0
14101,33056480.0,74.33285,0,50.848896,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14102,33074127.0,54.975086,0,23.115702,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
14103,17019206.0,50.2314,1,34.9013,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1
14105,35001284.0,42.04787,0,42.78363,0.0,0.0,0.0,1.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14106,35009003.0,75.08253,0,57.099907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
1411,35901124.0,58.852074,1,,,,,,,0.0,1.0,0.0,0.0,0.0,,,,1
14112,23085550.0,43.41108,1,38.991547,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
14114,35908915.0,50.056656,0,26.42471,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1
14115,23036010.0,79.239914,1,65.02419,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
14116,35011848.0,57.458263,1,53.568886,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0.0,1
